Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37.00,No,Travel_Rarely,446.00,Research & Development,1.00,4.00,Life Sciences,1.00,635.00,2.00,Female,65.00,3.00,2.00,Manufacturing Director,2.00,Married,6447.00,15701.00,6.00,Y,No,12.00,3.00,2.00,80.00,1.00,8.00,2.00,2.00,6.00,5.00,4.00,3.00
49.00,No,Travel_Rarely,1245.00,Research & Development,18.00,4.00,Life Sciences,1.00,638.00,4.00,Male,58.00,2.00,5.00,Research Director,3.00,Divorced,19502.00,2125.00,1.00,Y,Yes,17.00,3.00,3.00,80.00,1.00,31.00,5.00,3.00,31.00,9.00,0.00,9.00
24.00,No,Travel_Rarely,691.00,Research & Development,23.00,3.00,Medical,1.00,639.00,2.00,Male,89.00,4.00,1.00,Research Scientist,4.00,Married,2725.00,21630.00,1.00,Y,Yes,11.00,3.00,2.00,80.00,2.00,6.00,3.00,3.00,6.00,5.00,1.00,4.00
26.00,No,Travel_Rarely,703.00,Sales,28.00,2.00,Marketing,1.00,641.00,1.00,Male,66.00,3.00,2.00,Sales Executive,2.00,Married,6272.00,7428.00,1.00,Y,No,20.00,4.00,4.00,80.00,2.00,6.00,5.00,4.00,5.00,3.00,1.00,4.00
24.00,No,Travel_Rarely,823.00,Research & Development,17.00,2.00,Other,1.00,643.00,4.00,Male,94.00,2.00,1.00,Laboratory Technician,2.00,Married,2127.00,9100.00,1.00,Y,No,21.00,4.00,4.00,80.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
50.00,No,Travel_Frequently,1246.00,Human Resources,3.00,3.00,Medical,1.00,644.00,1.00,Male,99.00,3.00,5.00,Manager,2.00,Married,18200.00,7999.00,1.00,Y,No,11.00,3.00,3.00,80.00,1.00,32.00,2.00,3.00,32.00,5.00,10.00,7.00
25.00,No,Travel_Rarely,622.00,Sales,13.00,1.00,Medical,1.00,645.00,2.00,Male,40.00,3.00,1.00,Sales Representative,3.00,Married,2096.00,26376.00,1.00,Y,No,11.00,3.00,3.00,80.00,0.00,7.00,1.00,3.00,7.00,4.00,0.00,6.00
24.00,Yes,Travel_Frequently,1287.00,Research & Development,7.00,3.00,Life Sciences,1.00,647.00,1.00,Female,55.00,3.00,1.00,Laboratory Technician,3.00,Married,2886.00,14168.00,1.00,Y,Yes,16.00,3.00,4.00,80.00,1.00,6.00,4.00,3.00,6.00,3.00,1.00,2.00
30.00,Yes,Travel_Frequently,448.00,Sales,12.00,4.00,Life Sciences,1.00,648.00,2.00,Male,74.00,2.00,1.00,Sales Representative,1.00,Married,2033.00,14470.00,1.00,Y,No,18.00,3.00,3.00,80.00,1.00,1.00,2.00,4.00,1.00,0.00,0.00,0.00
34.00,No,Travel_Rarely,254.00,Research & Development,1.00,2.00,Life Sciences,1.00,649.00,2.00,Male,83.00,2.00,1.00,Research Scientist,4.00,Married,3622.00,22794.00,1.00,Y,Yes,13.00,3.00,4.00,80.00,1.00,6.00,3.00,3.00,6.00,5.00,1.00,3.00
31.00,Yes,Travel_Rarely,1365.00,Sales,13.00,4.00,Medical,1.00,650.00,2.00,Male,46.00,3.00,2.00,Sales Executive,1.00,Divorced,4233.00,11512.00,2.00,Y,No,17.00,3.00,3.00,80.00,0.00,9.00,2.00,1.00,3.00,1.00,1.00,2.00
35.00,No,Travel_Rarely,538.00,Research & Development,25.00,2.00,Other,1.00,652.00,1.00,Male,54.00,2.00,2.00,Laboratory Technician,4.00,Single,3681.00,14004.00,4.00,Y,No,14.00,3.00,4.00,80.00,0.00,9.00,3.00,3.00,3.00,2.00,0.00,2.00
31.00,No,Travel_Rarely,525.00,Sales,6.00,4.00,Medical,1.00,653.00,1.00,Male,66.00,4.00,2.00,Sales Executive,4.00,Divorced,5460.00,6219.00,4.00,Y,No,22.00,4.00,4.00,80.00,2.00,13.00,4.00,4.00,7.00,7.00,5.00,7.00
27.00,No,Travel_Rarely,798.00,Research & Development,6.00,4.00,Medical,1.00,655.00,1.00,Female,66.00,2.00,1.00,Research Scientist,3.00,Divorced,2187.00,5013.00,0.00,Y,No,12.00,3.00,3.00,80.00,2.00,6.00,5.00,2.00,5.00,3.00,0.00,3.00
37.00,No,Travel_Rarely,558.00,Sales,2.00,3.00,Marketing,1.00,656.00,4.00,Male,75.00,3.00,2.00,Sales Executive,3.00,Married,9602.00,3010.00,4.00,Y,Yes,11.00,3.00,3.00,80.00,1.00,17.00,3.00,2.00,3.00,0.00,1.00,0.00
20.00,No,Travel_Rarely,959.00,Research & Development,1.00,3.00,Life Sciences,1.00,657.00,4.00,Female,83.00,2.00,1.00,Research Scientist,2.00,Single,2836.00,11757.00,1.00,Y,No,13.00,3.00,4.00,80.00,0.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00
42.00,No,Travel_Rarely,622.00,Research & Development,2.00,4.00,Life Sciences,1.00,659.00,3.00,Female,81.00,3.00,2.00,Healthcare Representative,4.00,Married,4089.00,5718.00,1.00,Y,No,13.00,3.00,2.00,80.00,2.00,10.00,4.00,3.00,10.00,2.00,2.00,2.00
43.00,No,Travel_Rarely,782.00,Research & Development,6.00,4.00,Other,1.00,661.00,2.00,Male,50.00,2.00,4.00,Research Director,4.00,Divorced,16627.00,2671.00,4.00,Y,Yes,14.00,3.00,3.00,80.00,1.00,21.00,3.00,2.00,1.00,0.00,0.00,0.00
38.00,No,Travel_Rarely,362.00,Research & Development,1.00,1.00,Life Sciences,1.00,662.00,3.00,Female,43.00,3.00,1.00,Research Scientist,1.00,Single,2619.00,14561.00,3.00,Y,No,17.00,3.00,4.00,80.00,0.00,8.00,3.00,2.00,0.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,1001.00,Research & Development,9.00,5.00,Medical,1.00,663.00,4.00,Male,72.00,3.00,2.00,Laboratory Technician,3.00,Divorced,5679.00,19627.00,3.00,Y,Yes,13.00,3.00,2.00,80.00,1.00,10.00,3.00,3.00,8.00,7.00,4.00,7.00
48.00,No,Travel_Rarely,1236.00,Research & Development,1.00,4.00,Life Sciences,1.00,664.00,4.00,Female,40.00,2.00,4.00,Manager,1.00,Married,15402.00,17997.00,7.00,Y,No,11.00,3.00,1.00,80.00,1.00,21.00,3.00,1.00,3.00,2.00,0.00,2.00
44.00,No,Travel_Rarely,1112.00,Human Resources,1.00,4.00,Life Sciences,1.00,665.00,1.00,Female,50.00,2.00,2.00,Human Resources,3.00,Single,5985.00,26894.00,4.00,Y,No,11.00,3.00,2.00,80.00,0.00,10.00,1.00,4.00,2.00,2.00,0.00,2.00
34.00,No,Travel_Rarely,204.00,Sales,14.00,3.00,Technical Degree,1.00,666.00,3.00,Female,31.00,3.00,1.00,Sales Representative,3.00,Divorced,2579.00,2912.00,1.00,Y,Yes,18.00,3.00,4.00,80.00,2.00,8.00,3.00,3.00,8.00,2.00,0.00,6.00
27.00,Yes,Travel_Rarely,1420.00,Sales,2.00,1.00,Marketing,1.00,667.00,3.00,Male,85.00,3.00,1.00,Sales Representative,1.00,Divorced,3041.00,16346.00,0.00,Y,No,11.00,3.00,2.00,80.00,1.00,5.00,3.00,3.00,4.00,3.00,0.00,2.00
21.00,No,Travel_Rarely,1343.00,Sales,22.00,1.00,Technical Degree,1.00,669.00,3.00,Male,49.00,3.00,1.00,Sales Representative,3.00,Single,3447.00,24444.00,1.00,Y,No,11.00,3.00,3.00,80.00,0.00,3.00,2.00,3.00,3.00,2.00,1.00,2.00
44.00,No,Travel_Rarely,1315.00,Research & Development,3.00,4.00,Other,1.00,671.00,4.00,Male,35.00,3.00,5.00,Manager,4.00,Married,19513.00,9358.00,4.00,Y,Yes,12.00,3.00,1.00,80.00,1.00,26.00,2.00,4.00,2.00,2.00,0.00,1.00
22.00,No,Travel_Rarely,604.00,Research & Development,6.00,1.00,Medical,1.00,675.00,1.00,Male,69.00,3.00,1.00,Research Scientist,3.00,Married,2773.00,12145.00,0.00,Y,No,20.00,4.00,4.00,80.00,0.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00
33.00,No,Travel_Rarely,1216.00,Sales,8.00,4.00,Marketing,1.00,677.00,3.00,Male,39.00,3.00,2.00,Sales Executive,3.00,Divorced,7104.00,20431.00,0.00,Y,No,12.00,3.00,4.00,80.00,0.00,6.00,3.00,3.00,5.00,0.00,1.00,2.00
32.00,No,Travel_Rarely,646.00,Research & Development,9.00,4.00,Life Sciences,1.00,679.00,1.00,Female,92.00,3.00,2.00,Research Scientist,4.00,Married,6322.00,18089.00,1.00,Y,Yes,12.00,3.00,4.00,80.00,1.00,6.00,2.00,2.00,6.00,4.00,0.00,5.00
30.00,No,Travel_Frequently,160.00,Research & Development,3.00,3.00,Medical,1.00,680.00,3.00,Female,71.00,3.00,1.00,Research Scientist,3.00,Divorced,2083.00,22653.00,1.00,Y,No,20.00,4.00,3.00,80.00,1.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
53.00,No,Travel_Rarely,238.00,Sales,1.00,1.00,Medical,1.00,682.00,4.00,Female,34.00,3.00,2.00,Sales Executive,1.00,Single,8381.00,7507.00,7.00,Y,No,20.00,4.00,4.00,80.00,0.00,18.00,2.00,4.00,14.00,7.00,8.00,10.00
34.00,No,Travel_Rarely,1397.00,Research & Development,1.00,5.00,Life Sciences,1.00,683.00,2.00,Male,42.00,3.00,1.00,Research Scientist,4.00,Married,2691.00,7660.00,1.00,Y,No,12.00,3.00,4.00,80.00,1.00,10.00,4.00,2.00,10.00,9.00,8.00,8.00
45.00,Yes,Travel_Frequently,306.00,Sales,26.00,4.00,Life Sciences,1.00,684.00,1.00,Female,100.00,3.00,2.00,Sales Executive,1.00,Married,4286.00,5630.00,2.00,Y,No,14.00,3.00,4.00,80.00,2.00,5.00,4.00,3.00,1.00,1.00,0.00,0.00
26.00,No,Travel_Rarely,991.00,Research & Development,6.00,3.00,Life Sciences,1.00,686.00,3.00,Female,71.00,3.00,1.00,Laboratory Technician,4.00,Married,2659.00,17759.00,1.00,Y,Yes,13.00,3.00,3.00,80.00,1.00,3.00,2.00,3.00,3.00,2.00,0.00,2.00
37.00,No,Travel_Rarely,482.00,Research & Development,3.00,3.00,Other,1.00,689.00,3.00,Male,36.00,3.00,3.00,Manufacturing Director,3.00,Married,9434.00,9606.00,1.00,Y,No,15.00,3.00,3.00,80.00,1.00,10.00,2.00,3.00,10.00,7.00,7.00,8.00
29.00,No,Travel_Rarely,1176.00,Sales,3.00,2.00,Medical,1.00,690.00,2.00,Female,62.00,3.00,2.00,Sales Executive,3.00,Married,5561.00,3487.00,1.00,Y,No,14.00,3.00,1.00,80.00,1.00,6.00,5.00,2.00,6.00,0.00,1.00,2.00
35.00,No,Travel_Rarely,1017.00,Research & Development,6.00,4.00,Life Sciences,1.00,691.00,2.00,Male,82.00,1.00,2.00,Research Scientist,4.00,Single,6646.00,19368.00,1.00,Y,No,13.00,3.00,2.00,80.00,0.00,17.00,3.00,3.00,17.00,11.00,11.00,8.00
33.00,No,Travel_Frequently,1296.00,Research & Development,6.00,3.00,Life Sciences,1.00,692.00,3.00,Male,30.00,3.00,2.00,Healthcare Representative,4.00,Divorced,7725.00,5335.00,3.00,Y,No,23.00,4.00,3.00,80.00,1.00,15.00,2.00,1.00,13.00,11.00,4.00,7.00
54.00,No,Travel_Rarely,397.00,Human Resources,19.00,4.00,Medical,1.00,698.00,3.00,Male,88.00,3.00,3.00,Human Resources,2.00,Married,10725.00,6729.00,2.00,Y,No,15.00,3.00,3.00,80.00,1.00,16.00,1.00,4.00,9.00,7.00,7.00,1.00
36.00,No,Travel_Rarely,913.00,Research & Development,9.00,2.00,Medical,1.00,699.00,2.00,Male,48.00,2.00,2.00,Manufacturing Director,2.00,Divorced,8847.00,13934.00,2.00,Y,Yes,11.00,3.00,3.00,80.00,1.00,13.00,2.00,3.00,3.00,2.00,0.00,2.00
27.00,No,Travel_Rarely,1115.00,Research & Development,3.00,4.00,Medical,1.00,700.00,1.00,Male,54.00,2.00,1.00,Research Scientist,4.00,Single,2045.00,15174.00,0.00,Y,No,13.00,3.00,4.00,80.00,0.00,5.00,0.00,3.00,4.00,2.00,1.00,1.00
20.00,Yes,Travel_Rarely,1362.00,Research & Development,10.00,1.00,Medical,1.00,701.00,4.00,Male,32.00,3.00,1.00,Research Scientist,3.00,Single,1009.00,26999.00,1.00,Y,Yes,11.00,3.00,4.00,80.00,0.00,1.00,5.00,3.00,1.00,0.00,1.00,1.00
33.00,Yes,Travel_Frequently,1076.00,Research & Development,3.00,3.00,Life Sciences,1.00,702.00,1.00,Male,70.00,3.00,1.00,Research Scientist,1.00,Single,3348.00,3164.00,1.00,Y,Yes,11.00,3.00,1.00,80.00,0.00,10.00,3.00,3.00,10.00,8.00,9.00,7.00
35.00,No,Non-Travel,727.00,Research & Development,3.00,3.00,Life Sciences,1.00,704.00,3.00,Male,41.00,2.00,1.00,Laboratory Technician,3.00,Married,1281.00,16900.00,1.00,Y,No,18.00,3.00,3.00,80.00,2.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
23.00,No,Travel_Rarely,885.00,Research & Development,4.00,3.00,Medical,1.00,705.00,1.00,Male,58.00,4.00,1.00,Research Scientist,1.00,Married,2819.00,8544.00,2.00,Y,No,16.00,3.00,1.00,80.00,1.00,5.00,3.00,4.00,3.00,2.00,0.00,2.00
25.00,No,Travel_Rarely,810.00,Sales,8.00,3.00,Life Sciences,1.00,707.00,4.00,Male,57.00,4.00,2.00,Sales Executive,2.00,Married,4851.00,15678.00,0.00,Y,No,22.00,4.00,3.00,80.00,1.00,4.00,4.00,3.00,3.00,2.00,1.00,2.00
38.00,No,Travel_Rarely,243.00,Sales,7.00,4.00,Marketing,1.00,709.00,4.00,Female,46.00,2.00,2.00,Sales Executive,4.00,Single,4028.00,7791.00,0.00,Y,No,20.00,4.00,1.00,80.00,0.00,8.00,2.00,3.00,7.00,7.00,0.00,5.00
29.00,No,Travel_Frequently,806.00,Research & Development,1.00,4.00,Life Sciences,1.00,710.00,2.00,Male,76.00,1.00,1.00,Research Scientist,4.00,Divorced,2720.00,18959.00,1.00,Y,No,18.00,3.00,4.00,80.00,1.00,10.00,5.00,3.00,10.00,7.00,2.00,8.00
48.00,No,Travel_Rarely,817.00,Sales,2.00,1.00,Marketing,1.00,712.00,2.00,Male,56.00,4.00,2.00,Sales Executive,2.00,Married,8120.00,18597.00,3.00,Y,No,12.00,3.00,4.00,80.00,0.00,12.00,3.00,3.00,2.00,2.00,2.00,2.00
27.00,No,Travel_Frequently,1410.00,Sales,3.00,1.00,Medical,1.00,714.00,4.00,Female,71.00,4.00,2.00,Sales Executive,4.00,Divorced,4647.00,16673.00,1.00,Y,Yes,20.00,4.00,2.00,80.00,2.00,6.00,3.00,3.00,6.00,5.00,0.00,4.00
37.00,No,Travel_Rarely,1225.00,Research & Development,10.00,2.00,Life Sciences,1.00,715.00,4.00,Male,80.00,4.00,1.00,Research Scientist,4.00,Single,4680.00,15232.00,3.00,Y,No,17.00,3.00,1.00,80.00,0.00,4.00,2.00,3.00,1.00,0.00,0.00,0.00
50.00,No,Travel_Rarely,1207.00,Research & Development,28.00,1.00,Medical,1.00,716.00,4.00,Male,74.00,4.00,1.00,Laboratory Technician,3.00,Married,3221.00,3297.00,1.00,Y,Yes,11.00,3.00,3.00,80.00,3.00,20.00,3.00,3.00,20.00,8.00,3.00,8.00
34.00,No,Travel_Rarely,1442.00,Research & Development,9.00,3.00,Medical,1.00,717.00,4.00,Female,46.00,2.00,3.00,Healthcare Representative,2.00,Single,8621.00,17654.00,1.00,Y,No,14.00,3.00,2.00,80.00,0.00,9.00,3.00,4.00,8.00,7.00,7.00,7.00
24.00,Yes,Travel_Rarely,693.00,Sales,3.00,2.00,Life Sciences,1.00,720.00,1.00,Female,65.00,3.00,2.00,Sales Executive,3.00,Single,4577.00,24785.00,9.00,Y,No,14.00,3.00,1.00,80.00,0.00,4.00,3.00,3.00,2.00,2.00,2.00,0.00
39.00,No,Travel_Rarely,408.00,Research & Development,2.00,4.00,Technical Degree,1.00,721.00,4.00,Female,80.00,2.00,2.00,Healthcare Representative,3.00,Single,4553.00,20978.00,1.00,Y,No,11.00,3.00,1.00,80.00,0.00,20.00,4.00,3.00,20.00,7.00,11.00,10.00
32.00,No,Travel_Rarely,929.00,Sales,10.00,3.00,Marketing,1.00,722.00,4.00,Male,55.00,3.00,2.00,Sales Executive,4.00,Single,5396.00,21703.00,1.00,Y,No,12.00,3.00,4.00,80.00,0.00,10.00,2.00,2.00,10.00,7.00,0.00,8.00
50.00,Yes,Travel_Frequently,562.00,Sales,8.00,2.00,Technical Degree,1.00,723.00,2.00,Male,50.00,3.00,2.00,Sales Executive,3.00,Married,6796.00,23452.00,3.00,Y,Yes,14.00,3.00,1.00,80.00,1.00,18.00,4.00,3.00,4.00,3.00,1.00,3.00
38.00,No,Travel_Rarely,827.00,Research & Development,1.00,4.00,Life Sciences,1.00,724.00,2.00,Female,33.00,4.00,2.00,Healthcare Representative,4.00,Single,7625.00,19383.00,0.00,Y,No,13.00,3.00,3.00,80.00,0.00,10.00,4.00,2.00,9.00,7.00,1.00,8.00
27.00,No,Travel_Rarely,608.00,Research & Development,1.00,2.00,Life Sciences,1.00,725.00,3.00,Female,68.00,3.00,3.00,Manufacturing Director,1.00,Married,7412.00,6009.00,1.00,Y,No,11.00,3.00,4.00,80.00,0.00,9.00,3.00,3.00,9.00,7.00,0.00,7.00
32.00,No,Travel_Rarely,1018.00,Research & Development,3.00,2.00,Life Sciences,1.00,727.00,3.00,Female,39.00,3.00,3.00,Research Director,4.00,Single,11159.00,19373.00,3.00,Y,No,15.00,3.00,4.00,80.00,0.00,10.00,6.00,3.00,7.00,7.00,7.00,7.00
47.00,No,Travel_Rarely,703.00,Sales,14.00,4.00,Marketing,1.00,728.00,4.00,Male,42.00,3.00,2.00,Sales Executive,1.00,Single,4960.00,11825.00,2.00,Y,No,12.00,3.00,4.00,80.00,0.00,20.00,2.00,3.00,7.00,7.00,1.00,7.00
40.00,No,Travel_Frequently,580.00,Sales,5.00,4.00,Life Sciences,1.00,729.00,4.00,Male,48.00,2.00,3.00,Sales Executive,1.00,Married,10475.00,23772.00,5.00,Y,Yes,21.00,4.00,3.00,80.00,1.00,20.00,2.00,3.00,18.00,13.00,1.00,12.00
53.00,No,Travel_Rarely,970.00,Research & Development,7.00,3.00,Life Sciences,1.00,730.00,3.00,Male,59.00,4.00,4.00,Research Director,3.00,Married,14814.00,13514.00,3.00,Y,No,19.00,3.00,3.00,80.00,0.00,32.00,3.00,3.00,5.00,1.00,1.00,3.00
41.00,No,Travel_Rarely,427.00,Human Resources,10.00,4.00,Human Resources,1.00,731.00,2.00,Male,73.00,2.00,5.00,Manager,4.00,Divorced,19141.00,8861.00,3.00,Y,No,15.00,3.00,2.00,80.00,3.00,23.00,2.00,2.00,21.00,6.00,12.00,6.00
60.00,No,Travel_Rarely,1179.00,Sales,16.00,4.00,Marketing,1.00,732.00,1.00,Male,84.00,3.00,2.00,Sales Executive,1.00,Single,5405.00,11924.00,8.00,Y,No,14.00,3.00,4.00,80.00,0.00,10.00,1.00,3.00,2.00,2.00,2.00,2.00
27.00,No,Travel_Frequently,294.00,Research & Development,10.00,2.00,Life Sciences,1.00,733.00,4.00,Male,32.00,3.00,3.00,Manufacturing Director,1.00,Divorced,8793.00,4809.00,1.00,Y,No,21.00,4.00,3.00,80.00,2.00,9.00,4.00,2.00,9.00,7.00,1.00,7.00
41.00,No,Travel_Rarely,314.00,Human Resources,1.00,3.00,Human Resources,1.00,734.00,4.00,Male,59.00,2.00,5.00,Manager,3.00,Married,19189.00,19562.00,1.00,Y,No,12.00,3.00,2.00,80.00,1.00,22.00,3.00,3.00,22.00,7.00,2.00,10.00
50.00,No,Travel_Rarely,316.00,Sales,8.00,4.00,Marketing,1.00,738.00,4.00,Male,54.00,3.00,1.00,Sales Representative,2.00,Married,3875.00,9983.00,7.00,Y,No,15.00,3.00,4.00,80.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00
28.00,Yes,Travel_Rarely,654.00,Research & Development,1.00,2.00,Life Sciences,1.00,741.00,1.00,Female,67.00,1.00,1.00,Research Scientist,2.00,Single,2216.00,3872.00,7.00,Y,Yes,13.00,3.00,4.00,80.00,0.00,10.00,4.00,3.00,7.00,7.00,3.00,7.00
36.00,No,Non-Travel,427.00,Research & Development,8.00,3.00,Life Sciences,1.00,742.00,1.00,Female,63.00,4.00,3.00,Research Director,1.00,Married,11713.00,20335.00,9.00,Y,No,14.00,3.00,1.00,80.00,1.00,10.00,2.00,3.00,8.00,7.00,0.00,5.00
38.00,No,Travel_Rarely,168.00,Research & Development,1.00,3.00,Life Sciences,1.00,743.00,3.00,Female,81.00,3.00,3.00,Manufacturing Director,3.00,Single,7861.00,15397.00,4.00,Y,Yes,14.00,3.00,4.00,80.00,0.00,10.00,4.00,4.00,1.00,0.00,0.00,0.00
44.00,No,Non-Travel,381.00,Research & Development,24.00,3.00,Medical,1.00,744.00,1.00,Male,49.00,1.00,1.00,Laboratory Technician,3.00,Single,3708.00,2104.00,2.00,Y,No,14.00,3.00,3.00,80.00,0.00,9.00,5.00,3.00,5.00,2.00,1.00,4.00
47.00,No,Travel_Frequently,217.00,Sales,3.00,3.00,Medical,1.00,746.00,4.00,Female,49.00,3.00,4.00,Sales Executive,3.00,Divorced,13770.00,10225.00,9.00,Y,Yes,12.00,3.00,4.00,80.00,2.00,28.00,2.00,2.00,22.00,2.00,11.00,13.00
30.00,No,Travel_Rarely,501.00,Sales,27.00,5.00,Marketing,1.00,747.00,3.00,Male,99.00,3.00,2.00,Sales Executive,4.00,Divorced,5304.00,25275.00,7.00,Y,No,23.00,4.00,4.00,80.00,1.00,10.00,2.00,2.00,8.00,7.00,7.00,7.00
29.00,No,Travel_Rarely,1396.00,Sales,10.00,3.00,Life Sciences,1.00,749.00,3.00,Male,99.00,3.00,1.00,Sales Representative,3.00,Single,2642.00,2755.00,1.00,Y,No,11.00,3.00,3.00,80.00,0.00,1.00,6.00,3.00,1.00,0.00,0.00,0.00
42.00,Yes,Travel_Frequently,933.00,Research & Development,19.00,3.00,Medical,1.00,752.00,3.00,Male,57.00,4.00,1.00,Research Scientist,3.00,Divorced,2759.00,20366.00,6.00,Y,Yes,12.00,3.00,4.00,80.00,0.00,7.00,2.00,3.00,2.00,2.00,2.00,2.00
43.00,No,Travel_Frequently,775.00,Sales,15.00,3.00,Life Sciences,1.00,754.00,4.00,Male,47.00,2.00,2.00,Sales Executive,4.00,Married,6804.00,23683.00,3.00,Y,No,18.00,3.00,3.00,80.00,1.00,7.00,5.00,3.00,2.00,2.00,2.00,2.00
34.00,No,Travel_Rarely,970.00,Research & Development,8.00,2.00,Medical,1.00,757.00,2.00,Female,96.00,3.00,2.00,Healthcare Representative,3.00,Single,6142.00,7360.00,3.00,Y,No,11.00,3.00,4.00,80.00,0.00,10.00,2.00,3.00,5.00,1.00,4.00,3.00
23.00,No,Travel_Rarely,650.00,Research & Development,9.00,1.00,Medical,1.00,758.00,2.00,Male,37.00,3.00,1.00,Laboratory Technician,1.00,Married,2500.00,4344.00,1.00,Y,No,14.00,3.00,4.00,80.00,1.00,5.00,2.00,4.00,4.00,3.00,0.00,2.00
39.00,No,Travel_Rarely,141.00,Human Resources,3.00,3.00,Human Resources,1.00,760.00,3.00,Female,44.00,4.00,2.00,Human Resources,2.00,Married,6389.00,18767.00,9.00,Y,No,15.00,3.00,3.00,80.00,1.00,12.00,3.00,1.00,8.00,3.00,3.00,6.00
56.00,No,Travel_Rarely,832.00,Research & Development,9.00,3.00,Medical,1.00,762.00,3.00,Male,81.00,3.00,4.00,Healthcare Representative,4.00,Married,11103.00,20420.00,7.00,Y,No,11.00,3.00,3.00,80.00,0.00,30.00,1.00,2.00,10.00,7.00,1.00,1.00
40.00,No,Travel_Rarely,804.00,Research & Development,2.00,1.00,Medical,1.00,763.00,4.00,Female,86.00,2.00,1.00,Research Scientist,4.00,Single,2342.00,22929.00,0.00,Y,Yes,20.00,4.00,4.00,80.00,0.00,5.00,2.00,2.00,4.00,2.00,2.00,3.00
27.00,No,Travel_Rarely,975.00,Research & Development,7.00,3.00,Medical,1.00,764.00,4.00,Female,55.00,2.00,2.00,Healthcare Representative,1.00,Single,6811.00,23398.00,8.00,Y,No,19.00,3.00,1.00,80.00,0.00,9.00,2.00,1.00,7.00,6.00,0.00,7.00
29.00,No,Travel_Rarely,1090.00,Sales,10.00,3.00,Marketing,1.00,766.00,4.00,Male,83.00,3.00,1.00,Sales Representative,2.00,Divorced,2297.00,17967.00,1.00,Y,No,14.00,3.00,4.00,80.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00
53.00,No,Travel_Rarely,346.00,Research & Development,6.00,3.00,Life Sciences,1.00,769.00,4.00,Male,86.00,3.00,2.00,Laboratory Technician,4.00,Single,2450.00,10919.00,2.00,Y,No,17.00,3.00,4.00,80.00,0.00,19.00,4.00,3.00,2.00,2.00,2.00,2.00
35.00,No,Non-Travel,1225.00,Research & Development,2.00,4.00,Life Sciences,1.00,771.00,4.00,Female,61.00,3.00,2.00,Healthcare Representative,1.00,Divorced,5093.00,4761.00,2.00,Y,No,11.00,3.00,1.00,80.00,1.00,16.00,2.00,4.00,1.00,0.00,0.00,0.00
32.00,No,Travel_Frequently,430.00,Research & Development,24.00,4.00,Life Sciences,1.00,772.00,1.00,Male,80.00,3.00,2.00,Laboratory Technician,4.00,Married,5309.00,21146.00,1.00,Y,No,15.00,3.00,4.00,80.00,2.00,10.00,2.00,3.00,10.00,8.00,4.00,7.00
38.00,No,Travel_Rarely,268.00,Research & Development,2.00,5.00,Medical,1.00,773.00,4.00,Male,92.00,3.00,1.00,Research Scientist,3.00,Married,3057.00,20471.00,6.00,Y,Yes,13.00,3.00,2.00,80.00,1.00,6.00,0.00,1.00,1.00,0.00,0.00,1.00
34.00,No,Travel_Rarely,167.00,Research & Development,8.00,5.00,Life Sciences,1.00,775.00,2.00,Female,32.00,3.00,2.00,Manufacturing Director,1.00,Divorced,5121.00,4187.00,3.00,Y,No,14.00,3.00,3.00,80.00,1.00,7.00,3.00,3.00,0.00,0.00,0.00,0.00
52.00,No,Travel_Rarely,621.00,Sales,3.00,4.00,Marketing,1.00,776.00,3.00,Male,31.00,2.00,4.00,Manager,1.00,Married,16856.00,10084.00,1.00,Y,No,11.00,3.00,1.00,80.00,0.00,34.00,3.00,4.00,34.00,6.00,1.00,16.00
33.00,Yes,Travel_Rarely,527.00,Research & Development,1.00,4.00,Other,1.00,780.00,4.00,Male,63.00,3.00,1.00,Research Scientist,4.00,Single,2686.00,5207.00,1.00,Y,Yes,13.00,3.00,3.00,80.00,0.00,10.00,2.00,2.00,10.00,9.00,7.00,8.00
25.00,No,Travel_Rarely,883.00,Sales,26.00,1.00,Medical,1.00,781.00,3.00,Female,32.00,3.00,2.00,Sales Executive,4.00,Single,6180.00,22807.00,1.00,Y,No,23.00,4.00,2.00,80.00,0.00,6.00,5.00,2.00,6.00,5.00,1.00,4.00
45.00,No,Travel_Rarely,954.00,Sales,2.00,2.00,Technical Degree,1.00,783.00,2.00,Male,46.00,1.00,2.00,Sales Representative,3.00,Single,6632.00,12388.00,0.00,Y,No,13.00,3.00,1.00,80.00,0.00,9.00,3.00,3.00,8.00,7.00,3.00,1.00
